Ranking,Instituto,Country,Size,Visibilidad,Ficheros_ricos,Scholar
482,First Affiliated Hospital of Guangxi Medical University,cn,325,262,2220,2394
484,On Clinic International Medical Center,ru,75,31,12104,2394
485,AUVA Soziale Unfallversicherung,at,1075,159,2878,2394
485,(1)  Universitätsklinikum Bonn,de,869,630,532,1289
487,Istituto dei Tumori,it,1602,859,285,815
488,Centre Hospitalier de l'Universite de Montreal,ca,2384,1710,548,188
489,BC Children's Hospital,ca,3898,684,925,470
489,Haydarpasa Gata Arastirma Hastanesi,tr,2852,676,1739,414
489,Kindred Healthcare,us,1882,162,2932,1934
492,Columbia University Medical Center Department of Surgery,us,2439,542,1477,634
493,Massachusetts Eye and Ear Infirmary,us,1854,518,615,1157
494,Medical Park,tr,1438,385,2303,972
495,Kidney Foundation of Canada Northern Alberta,ca,1726,288,576,2394
496,Helse Midt Norge Rhf Regionalt Helseføretak,no,776,1398,35,931
497,Phyathai Sriracha General Hospital,th,819,254,1681,2394
498,Lancaster General,us,721,1186,920,539
499,McLaren Health Care,us,1122,301,918,2394
500,Oxford University Hospitals NHS Trust,uk,2031,686,378,931
501,Paracelsus Kliniken,de,943,575,733,1328
501,Barnes Jewish Hospital,us,282,409,1816,1934
503,Wrightington Wigan and Leigh NHS Trust,uk,3510,1373,203,351
504,Summa Health System,us,1108,756,1464,686
504,North East London Mental Health NHS Trust,uk,522,2757,498,197
506,Ching Chyuan Hospital,tw,165,320,2453,2394
506,University of New Mexico Hospitals,us,3341,627,404,815
508,Ospedale Pediatrico Bambino Gesu,it,756,468,1686,1289
509,Great Ormond Street Hospital,uk,1208,241,1552,2394
509,Clínica Alemana de Santiago de Chile,cl,723,1292,739,529
511,Russian Cardiology Scientific and Clinical Complex,ru,3201,2245,1183,78
512,Osf Healthcare System,us,1437,465,1268,1157
513,Heart of England NHS Foundation Trust,uk,1005,1382,640,462
514,302 Military Hospital of China,cn,802,1732,3195,149
515,Korea University Medical Center,kr,57,477,1931,2394
515,Weiss Memorial Hospital,us,154,1864,1745,334
517,Hospital Universitario Marques de Valdecilla,es,1608,1606,758,266
518,Centre Hospitalier Universitaire de Besançon,fr,2312,1621,381,288
519,Max Healthcare,in,1284,929,376,846
520,King Edward Memorial Hospital for Women,au,5932,1695,403,151
520,Klinikverbund Suedwest,de,704,1718,545,405
522,Meridian Health,us,298,388,1334,2394
522,University Hospitals Bristol NHS Foundation Trust,uk,3105,819,345,661
524,(1)  Fondazione San Raffaele del Monte Tabor Milano,it,1341,901,665,701
525,University of Tokyo Hospital,jp,457,722,517,1815
526,Christie Hospital NHS,uk,961,492,663,1934
527,Singhealth,sg,1741,922,687,610
528,Abrazo Health Care,us,404,1854,264,547
529,Reid Hospital & Health Care Services,us,829,177,3814,2394
530,ACIBADEM,tr,935,179,3550,2394
531,Guangdong Provincial Disease Prevention and Control Centre,cn,1546,882,809,679
532,Hospital de Clínicas Dr Manuel Quintela Hospital Universitario,uy,2613,2590,659,106
533,Nanfang Hospital,cn,157,415,1833,2394
533,Changchun City Mental Hospital (Sixth Hospital of Changchun City),cn,1232,27,9811,2394
535,Helse Sør Øst Rhf Regionalt Helseføretak,no,1528,782,127,1328
535,Humana Military Healthcare Services,us,371,709,442,1934
537,"Northumberland, Tyne and Wear NHS Foundation Trust",uk,3312,1038,196,589
537,Park Nicollet Health Services,us,551,680,6113,413
539,Centre Hospitalier Universitaire Amiens Picardie,fr,115,503,2404,1934
540,Christ Hospital Cincinnati,us,1060,1455,910,412
540,(1)  Jiangsu Provincial People's Hospital,cn,1179,247,1856,2394
542,Taipei Medical University Wan Fang Hospital,tw,1514,659,445,1289
543,Cancer Institute Nsw,au,4030,1253,728,289
544,Jinyun County Dou's Traumatology Hospital ,cn,2670,9,12104,2394
545,Hôpital a Bruxelles Cliniques Universitaires Saint Luc Universite Catholique de Louvain,be,2133,845,803,634
546,Research Institute of Surgery Daping Hospital,cn,573,283,2382,2394
547,Fondazione Salvatore Maugeri Clinica del Lavoro e della Riabilitazione,it,2750,976,1186,394
548,Shanghai First People's Hospital,cn,1466,221,2026,2394
549,Azienda Unità Sanitaria Locale n° 8 di Cagliari,it,305,2434,9,860
549,Hospital of Fudan University,cn,104,460,2096,2394
549,Children's Hospital of Eastern Ontario/Centre Hospitalier Pour Enfants de L'Est de L'Ontario,ca,3314,688,1087,613
552,Atlantic Health System,us,1612,481,1122,1328
552,Sheffield Teaching Hospitals NHS Foundation Trust,uk,1551,1036,268,860
552,Newcastle Upon Tyne Hospitals NHS,uk,1548,753,423,1157
555,Azienda Unità Sanitaria Locale nº 11 Empoli,it,197,2638,106,557
556,Vanderbilt Children's Hospital,us,71,1392,1234,898
557,China Japan Friendship Hospital,cn,642,626,1197,1328
558,Ottawa Hospital,ca,515,825,629,1328
559,Barbara Ann Karmanos Cancer Institute,us,741,383,1945,1934
560,Mississippi Baptist Health Systems Inc.,us,1752,1811,1052,229
561,Sri Ramachandra University & Medical Centre,in,3404,2593,340,135
562,Aizawa Hospital,jp,2711,1953,1390,134
563,Children's Medical Center of Dallas,us,1374,333,913,2394
564,Royal Liverpool University Hospital,uk,295,1552,765,661
564,Klinikum Nurnberg,de,1632,801,940,815
566,Institut universitaire en Santé Mentale de Montréal (hopital Louis H Lafontaine),ca,2783,2117,769,165
567,University Medical Center Utrecht Julius Centre,nl,1369,2271,873,195
567,Kyung Hee University Medical Center,kr,151,548,1374,2394
569,Maternal and Child Health Hospital of Tongling City Fourth People's Hospital of Tongling City,cn,2819,74,5399,2394
570,UCLA Jonsson Comprehensive Cancer Center,us,2099,71,6328,2394
571,Ameos Klinikum Osnabrück,de,928,873,97,1934
571,Family Doctor Clinic Moscow,ru,2916,135,2659,2394
573,Cooper University Hospital,us,1029,537,1200,1815
574,Miami Children's Hospital,us,1898,556,1466,1077
575,Bjc Healthcare,us,601,322,2065,2394
575,Sheba Medical Center,il,60,638,2544,1934
577,St Marys of Evansville,us,306,1738,416,701
578,Pujiang County People's Hospital,cn,3566,52,6554,2394
579,Samaritan Health Services OR,us,2138,831,748,753
580,Saskatoon Health Region,ca,3517,1135,511,473
581,Herlev Hospital,dk,1097,1586,408,565
582,Inje University Paik Hospital,kr,20,841,2274,1934
582,Centre Hospitalier Universitaire de Quebec,ca,1306,1925,1249,241
584,CancerCare Manitoba,ca,2247,1730,501,328
584,Hospital Universitario San José de Popyan,co,1450,358,840,2394
586,Holy Cross Hospital Fort Lauderdale,us,434,1338,3039,394
586,Wisconsin Health and Hospital Association,us,4509,886,290,679
588,Mercy Hospital Medical Center des Moines,us,699,637,1053,1815
589,Show Chwan Health Care System Operation Center,tw,25,631,2544,2394
590,Stanford Health Care (Stanford Hospital & Clinics),us,244,1045,1050,1157
591,Adventist Health Portland,us,389,486,1277,2394
592,Centre for the Rehabilitation of the Paralysed Bangladesh,bd,130,4850,3452,46
592,University Hospital Birmingham NHS,uk,2478,634,567,1157
594,Leeds Teaching Hospitals NHS Trust,uk,1637,964,653,815
595,GVM Care & Research (Casa di Cura Villa Torri),it,1423,1397,1341,394
596,All Children's Hospital,us,423,443,1518,2394
596,Kidspeace Childrens Hospital,us,3234,340,1709,1289
598,Fakultní Nemocnice Kralovske Vinohrady,cz,149,1185,711,1328
598,Gambro Healthcare,sz,2383,738,830,903
598,Hospitalsenheden West,dk,1532,4153,72,171
598,Wakemed Health & Hospitals Raleigh,us,555,600,553,2394
602,(1)  China PLA General Hospital,cn,2844,195,1953,2394
603,Chelsea and Westminster Hospital,uk,2004,1149,549,634
603,Hospitalsenhed Midt,dk,2121,2448,197,274
605,Hospital Daquan,cn,7,119,12104,2394
606,Azienda Sanitaria Locale CN1 di Cuneo Mondovì e Savigliano,it,881,1887,64,815
607,University College London Hospitals NHS Foundation Trust,uk,1909,476,742,1934
608,Sichuan Academy of Medical Sciences & Sichuan Provincial People's Hospital,cn,438,321,3115,2394
608,Far Eastern Memorial Hospital,tw,112,1315,614,1328
610,Dana Farber/Harvard Cancer Center Boston MA,us,1467,945,491,1077
611,University of Pittsburgh Cancer Institute,us,366,1326,1155,753
611,Springfield Hospital,us,3188,81,5445,2394
613,Hopital de La Chaux de Fonds,ch,1711,797,306,1328
614,Mehilainen,fi,318,728,1881,1328
614,Sandwell And West Birmingham Hospital Swbh NHS,uk,118,2331,1003,483
616,Institut de Cancerologie Gustave Roussy,fr,1402,1567,1672,331
617,Children's Hospital of Michigan,us,334,987,1135,1157
617,Ospedale Sant Anna di Ferrara,it,1229,2081,397,409
619,Ajou University Medical Center,kr,243,839,1215,1815
620,Wielkopolskie Centrum Onkologii,pl,1132,2342,59,577
620,Hospital Central de Asturias,es,2165,2577,279,241
622,Malteser Krankenhaus St Franziskus Hospital,de,594,66,9811,2394
623,Sun Yat-sen University Cancer Center Sun Yat-sen University Affiliated,cn,1251,1378,752,610
623,Fletcher Allen Health Care,us,453,671,4747,801
625,University Hospital Kumamoto University,jp,2907,1800,603,290
626,Shrewsbury & Telford Hospital NHS Trust,uk,273,2561,216,598
627,Ospedale Pediatrico Gaslini,it,1552,1507,893,468
628,King's College Hospital NHS Foundation Trust,uk,2459,679,1055,972
628,Azienda Unità Sanitaria Locale di Rimini,it,1140,2357,221,438
630,Glostrup Hospital,dk,985,1833,667,472
630,Institut de Recherches Cliniques de Montreal,ca,1709,1009,885,737
632,Memorial Healthcare System South Florida Hospital,us,631,535,1042,2394
633,Hunter New England Health,au,3424,1875,400,295
633,Hospital do Câncer A C Camargo,br,2741,1359,462,518
635,Consorcio Hospital General Universitario de Valencia,es,3272,2351,383,212
636,Krajská zdravotní a.s Nemocnice Ústeckého Kraje,cz,1848,1367,451,634
637,Unità Local Socio Sanitaria 6 di Vicenza,it,1255,1712,145,737
637,Vivantes Kliniken am Urban und im Friedricheshain,de,1954,491,1614,1328
639,Centre Hospitalier Affilie Universitaire de Quebec,ca,1219,2252,697,328
640,Salisbury NHS Foundation Trust,uk,1513,2340,122,452
640,El Camino Hospital Mountain View CA,us,162,726,1077,2394
642,Dell Children's Medical Center of Central Texas,us,430,1161,4365,446
643,Local Health Unit 4 Chiavarese,it,888,3747,47,351
644,St Maartenskliniek Sint Maartenskliniek,nl,2732,1198,1562,394
645,Amrita Institute of Medical Sciences and Research Centre,in,2483,1879,3473,117
646,Maury Regional Hospital,us,3202,347,2056,1328
647,University of Kansas Hospital,us,344,654,1709,1934
647,Stockholm Heart Center,se,1955,509,2193,1157
647,Slaskiego Centrum Chorób Serca W Zabrzu,pl,81,2826,73,972
650,Children's Hospital of The King's Daughters,us,1956,551,1819,1157
651,Brandon Regional Hospital,us,808,483,5838,915
652,Rochester General Health System,us,1638,645,797,1815
653,Methodist Health System North Texas Dallas Hospitals,us,958,613,1151,1934
654,Ma On Shan City People's Hospital,cn,3449,48,8217,2394
654,(1)  Morton Plant Mease Health Care,us,684,769,2015,1157
654,Multicare Health System WA,us,924,479,2207,1934
657,Singapore General Hospital,sg,1939,737,633,1328
658,Mercy Health System Janesville WI,us,1383,1026,1777,661
659,Laser Vision Lasik Center of Thailand,th,2131,87,6897,2394
659,Baystate Health,us,2105,734,900,1157
661,UCSF Helen Diller Family Comprehensive Cancer Center,us,2022,749,904,1157
662,Tumour Hospital of Harbin Medical University,cn,67,678,2323,2394
663,Landspitalinn National University Hospital,is,672,1319,622,1085
664,Louisiana State University Health Sciences Center Shreveport,us,1401,776,575,1815
665,Beijing Children's Hospital,cn,1698,121,6554,2394
665,Centre Hospitalier de Château Thierry,fr,11397,7,10253,2394
667,Zhejiang Provincial People's Hospital,cn,1209,276,3504,2394
668,Children's Hospital of Orange County,us,2032,428,1449,1934
669,Fleury Medicina e Saúde,br,2155,1412,1370,420
670,Martin-Luther-Krankenhaus-Betriebs-GmbH Berlin,de,1351,1183,2544,483
671,Vilnius University Hospital Santariskiu Klinikos,lt,3849,2733,751,132
672,North Florida Regional Medical Center,us,767,694,3293,1085
672,Azienda Ospedaliera di Cremona,it,1607,796,694,1328
672,University of Arkansas for Medical Sciences UAMS Medical Center ,us,156,1065,2263,1157
675,Baycrest,ca,3194,615,1291,1085
676,Children's Hospital Central California,us,1145,891,1171,1145
676,St Joseph's Health Care London,ca,1710,1404,994,557
676,Kaohsiung Veterans General Hospital,tw,912,1051,57,2394
679,Alkmaar Medical Centre,nl,262,1408,797,1157
680,Hospital of Jiaxing,cn,345,651,1246,2394
680,Shepherd Center Atlanta GA,us,3568,608,1358,972
682,Krajska Nemocnice Liberec Uvodni Stranka,cz,1099,1086,412,1328
683,Gentofte Hospital,dk,1013,2809,679,301
683,Shandong Provincial Hospital,cn,2829,219,2740,2394
685,Wuhan Huangpu Hospital,cn,1900,22,12104,2394
686,Spital Thurgau AG,ch,490,1361,854,1085
687,Azienda Unità Sanitaria Locale di Ferrara,it,588,1813,270,920
688,Topklinisch Ziekenhuis Medisch Spectrum Twente,nl,1074,1247,1863,625
689,Bermuda Hospitals Board,bm,3778,1469,1819,263
690,Catholic Health System Buffalo,us,2460,1050,1022,701
690,Ospedale Luigi Sacco Milano,it,5536,295,726,2394
692,Essentia Health (Deer River Healthcare Center),us,247,911,605,2394
693,Genesis Healthcare,us,913,986,4771,494
693,Isala Klinieken,nl,1968,760,1652,931
695,Instituto Valenciano de Infertilidad,es,172,450,4120,2394
695,Community Medical Center MT,us,5802,304,2154,1328
697,Valley Health Winchester VA,us,500,1476,935,915
697,Vanderbilt Ingram Cancer Center,us,1751,744,1362,1157
697,Hospital Ramón Sarda Fundación Epson,ar,3840,4937,1607,21
700,Universitair Ziekenhuis Antwerpen,be,1627,961,1081,931
701,Norfolk and Norwich University Hospital NHS,uk,1325,1230,1346,701
701,Ospedale di Alessandria Azienda Ospedaliera Nazionale Santi Antonio e Biagio e Cesare Arrigo Sistema Sanitario Regionale Piamonte,it,2949,4104,214,136
703,Trident Health System,us,717,390,5127,1815
704,Tufts New England Medical Center & Floating Hospital for Children,us,1860,539,5921,658
705,Fakultní Nemocnice Hradec Kralove,cz,2963,836,489,1157
706,EyeCare America,us,2491,266,2486,2394
707,Fakultní Nemocnice Olomouc,cz,1491,954,184,1934
708,Ohio State University Medical Center Columbus Ohio,us,3730,95,5921,2394
709,Polyclinic,us,2829,246,2654,2394
710,Northwest Hospital Gamma Knife Center,us,3917,270,1590,2394
711,Centre Hospitalier Universitaire de Nice,fr,1688,1802,464,565
712,Ege University Medical School & Hospital,tr,552,1512,1280,795
712,School of Optometry & Ophthalmology WMC,cn,595,623,1250,2394
714,West Hertfordshire Hospitals,uk,3369,2012,161,462
715,Carilion Clinic,us,948,563,1264,2394
716,Burke Rehabilitation Hospital,us,4141,1589,1700,247
716,MaineGeneral Health,us,896,1208,2772,622
716,Ministry Health Care,us,1093,628,778,2394
719,Hagaziekenhuis Haga Teaching Hospital,nl,1533,1083,1194,860
719,Bangkok Hospital,th,1160,392,2310,2394
721,Générale de Santé,fr,1277,1029,796,1270
722,First Affiliated Hospital of Guangzhou University of Traditional Chinese Medicine,cn,1721,184,5709,2394
722,Institut de Cardiologie de l'Universite d'Ottawa,ca,2270,851,1042,1085
724,Austin Health,au,4284,1270,355,679
725,"Shanghai Eastern Hepatobiliary Surgery Hospital Eastern Hepatobiliary Surgery Hospital Second Military Medical University in Shanghai subsidiary Eastern Hepatobiliary Surgery Hospital,",cn,141,1490,3269,724
726,Medical Center Capital,ru,483,109,9811,2394
727,Hospital de Clínicas da Universidade Federal do Paraná,br,138,3103,1379,392
728,Centre Universitaire de Santé Mcgill Mcgill University Health Centre,ca,524,1640,1344,701
729,Metrowest Medical Center,us,80,1652,4483,576
729,"Rajaei Cardiovascular, Medical & Research Center",ir,456,5368,890,125
731,Northern Devon Healthcare Trust,uk,3170,2576,351,284
732,Neurosurgery at the Massachusetts General Hospital,us,4607,565,3850,610
733,American Medical Center Multi Profile Vip Clinic,ru,2047,617,1242,1815
733,Doctors Hospital of Sarasota,us,865,337,6213,1815
735,Mountain States Health Alliance,us,1997,614,1709,1328
736,Sunrise Health Region,ca,2382,978,281,1328
737,Huizhou Central People's Hospital,cn,1679,261,4154,2394
738,Mercy Hospital Miami,us,1129,456,6374,1085
739,IMS Medical System,jp,2913,802,525,1328
739,Akershus Universitetssykehus Hf,no,1643,1770,482,634
741,Klinikum Augsburg,de,1999,1443,703,694
741,Sørlandet Sykehus Hf,no,2020,2315,175,518
743,Baskent Universitesi Istanbul Tip Fakültesi,tr,1758,7248,1091,15
744,New Hanover Health Network,us,658,1410,427,1739
745,National Center for AIDS/STD Control and Prevention China CDC,cn,1855,361,2033,2394
745,John F Kennedy Medical Center FL,us,786,362,5267,1934
747,Eurolab Medical Center,ua,30,287,9504,2394
748,Vseobecna Fakultní Nemocnice V Praze,cz,3094,893,327,1328
749,Brighton and Sussex University Hospitals NHS Trust,uk,951,1471,3029,483
